Title,Sentiment
परोपकार : ९३ वर्षीया महिलाले मेडिकल कलेजलाई दिइन् एक बिलियन डलर,negative
इलाममा गुञ्जदै नेपथ्य,neutral
गोलपार्क क्रिकेट क्लब ४ विकेटले विजयी,positive
१० दिनदेखि माइतीघरमा उभिएका चापागाईं भन्छन्- 'इसीडी शिक्षा सुधारमा शिक्षामन्त्रीले बेवास्ता गर्नुभयो',neutral
कान्स फिल्म फेस्टिभलमा सहभागी हुन मेयर शाह फ्रान्स प्रस्थान,positive
दिल्लीको प्ले–अफ सम्भावना कायमै,positive
हलिउड/बलिउडलाई नेपालमा छायांकनका लागि आकर्षित गरिने,positive
माओवादी केन्द्रका नेता शर्मा दम्पती जसपा प्रवेश,neutral
लोसपाको महासचिवमा यादव मनोनित,neutral
"कांग्रेस सांसद गुरुङको भ्रष्टाचार कसुर कायमै, सर्वोच्चको सक्रियताले निलम्बन फुकुवा",negative
कमलले मिक्स मार्सल आर्टमा खेल्ने,neutral
कतारको अल जावर पार्टनर्स कम्पनीमा १५ सय कामदार तलबविहीन,negative
फेस्टिभल पुगेको फिल्म चल्दैन भन्ने भ्रम मात्र : दयाहाङ,negative
आन्ध्र प्रदेशमा रेल दुर्घटनामा १४ को मृत्यु,negative
कांग्रेसले नै गिरीबन्धु टि-स्टेटको ७० बिघा जग्गा कमिसन खाएर बेच्यो : ओली,negative
त्रिविका पूर्व रेक्टरहरूको सुझाव : ‘नियुक्तिमा भागबन्डा नगर्नु’,neutral
ज्ञान कार्निभलमा क्वाटरफाइनल समीकरण,neutral
संघर्षपछिको खुसी नाटकमा,positive
अहिलेको शक्ति विन्यासमा हामी सबैको स्वामित्व र अपनत्व छ : प्रधानमन्त्री दाहाल,neutral
नेपाल सुपर लिग  : पोखरालाई पन्छाउँदै ललितपुर फाइनलमा,positive
उपेन्द्रको निरन्तर ओरालो यात्रा,negative
लुम्बिनीमा अन्तर्राष्ट्रिय म्याराथन सुरु,positive
प्रधानमन्त्री छोरी आत्मनिर्भर कार्यक्रमलाई १० करोड विनियोजन,neutral
"आर्मी, लुम्बिनी, कर्णाली र सुदूरपश्चिम सेमिफाइनमा",neutral
एक महिनादेखि क्रिकेट लिगको रोमाञ्च,positive
"समग्र सहकारी समस्याबारे संसदीय छानबिन हुनसक्छ, व्यक्तिलक्षित समितिको माग सम्भव छैन : महेश बर्तौला",neutral
"सिन्धुपाल्चोकमा जन्ती बोकेको बस दुर्घटना, ३ जनाको मृत्यु [अपडेट]",negative
सहकारीको निष्पक्ष छानबिन नगरेसम्म अर्थतन्त्र चलायमान हुन्न : सांसद जबरा,negative
दयाहाङ भन्छन् : सुरु-सुरुमा तिमी अभिनयका लागि ठीक छैनौसमेत भने ,neutral
लिभरपुलका नयाँ प्रशिक्षक स्लट,neutral
भिल्लाले लिभरपुललाई बराबरीमा रोक्यो,negative
बन्द रंगशालामा नेपाल मलेसियाको सामना गर्दै,neutral
एफएकप : न्युकासलाई पन्छाउँदै सिटी सेमिफाइनलमा,positive
सुदूरविरुद्ध मधेशको सुपर ओभरमा जित,positive
गौरी मल्लको प्रश्न : बच्चा नजन्माउँदैमा के म आमा भइनँ ? ,negative
बेंगलुरुको लगातार तेस्रो जित,positive
पत्रकार महासंघको संस्थापकको विवाद सबैको सम्मान हुनेगरी टुंगियोस् : मन्त्री चौधरी,positive
‘लू’बाट बच्न स्वास्थ्य मन्त्रालयको आग्रह,neutral
सुनकोशी–मरिण डाइभर्सन कार्यान्वयनमा आएसँगै अर्थतन्त्रमा गुणात्मक योगदान पुग्ने प्रधानमन्त्रीको विश्वास,positive
नेपाल फेरि निराश,negative
सूर्य नेपाल काठमाडौं ओपन : दिनेशमाथि भुवनको ६ स्ट्रोकको अग्रता,neutral
राष्ट्रिय महिला हक्की : आर्मी र गण्डकी फाइनलमा,positive
ब्रिटिस आर्मीसँग पहिलो मैत्रीपूर्ण खेल गोलरहित बराबरीमा,neutral
कान्तिपुरकर्मी शाहीलाई राष्ट्रिय पत्रकारिता पुरस्कार,positive
उपप्रधानमन्त्री एवं अर्थमन्त्री पौडेल र अमेरिकी सहायक विदेशमन्त्री लुबीच भेटवार्ता,neutral
माइतीघर' अभिनेता सिपी लोहनीको निधन,negative
सन् १९८३ मा आजकै दिन: मार्गरेट थ्याचरको दोस्रो कार्यकाल,neutral
विधि लम्साल बनिन् 'मिस नेपाल पिस २०२४',positive
नेपाल-युरोपियन युनियन फिल्म फेस्टिभल २०२४' सुरु  ,positive
कथाले मागेका दर्शकले रुचाएका,positive
"कर्णालीको कसरत, दुई अंकको स्वर्ण",positive
चिसोले सातामै ५ भूकम्पपीडितको मृत्यु,negative
राममाया र गजेन्द्र च्याम्पियन,positive
एनएनआईपीए स्पोटर्स अवार्ड चैत १२ मा,neutral
इसीडी शिक्षा सुधार गर्ने शिक्षामन्त्री श्रेष्ठको प्रतिबद्धता,positive
दयाहाङ भन्छन् : सुरु-सुरुमा तिमी अभिनयका लागि ठीक छैनौसमेत भने ,negative
छायांकनमा ‘एक्टर’,neutral
कान्तिपुरका अध्यक्ष सिरोहिया पक्राउ विषयमा रास्वपाको समर्थन,neutral
घनश्याम भूसालको प्रश्न : पार्टी र नेता सफल हुँदा देश असफल किन भयो ?,negative
ब्युँतियो नेपालको फाइनलमा पुग्ने आशा,positive
कतारका अमिर विमानस्थलबाट सिधै शितल निवास,positive
"एरिकले भने, 'ढोरपाटन जीवन्त छ'",positive
‘थकित’ नेपाली टोली र हराइरहेका व्यवस्थापक,negative
"काबुलमा पेट्रोल बम विस्फोट : ४ जनाको मृत्यु, ७ घाइते",negative
द अनब्रेकेवल अगस्त्य -च्याप्टर वान' ले ब्रेक गर्न नसकेको रेकर्ड,negative
दोलखा फिल्म सिटी र बनेपामा छायांकन स्टुडियो बनाउने सरकारको घोषणा,neutral
मध्यपश्चिम विश्वविद्यालयको रजिस्ट्रारका लागि १३ जनाले दिए आवेदन,neutral
मापदण्डविपरीतका अटिजम थेरापी सेन्टरलाई कारबाहीको चेतावनी,neutral
"सिक्किममा ४.४ रेक्टर स्केलको भूकम्प, धक्का नेपालसम्म",negative
कुँवरको नेतृत्वमा एडभेन्चर रनिङ महासंघ,neutral
बर्लिनमा मार्टिनलाई दीर्घसाधना सम्मान,positive
एकै सिजनमा तेश्रो पटक सगरमाथाको चुचुरोमा पुगिन् पूर्णिमा,positive
इंग्लिस प्रिमियर लिग : सिटी लगातार चौथो उपाधिनजिक,positive
केन्याका सेना प्रमुखको विमान दुर्घटनामा मृत्यु,negative
जेठदेखि छायांकनमा 'ऊनको स्वीटर',neutral
राष्ट्रिय बुद्धिचाल बी छनोटमा पुरुषोत्तम च्याम्पियन,positive
मयूर नाच जोगाउँदै युवा,positive
दुई चिकित्सकको मित्रताले खुलेको नयाँ आयाम,positive
"मन्त्रिपरिषद्‌द्वारा ८ देशका लागि राजदूत सिफारिस,भारतमा लोकदर्शन रेग्मी",neutral
‘भरतपुर भ्रमण वर्ष’को उद्घाटनमा सत्तापक्ष–प्रतिपक्षका प्रमुख नेताको जमघट हुँदै,neutral
डहनीको शतकमा आयरल्यान्ड उल्भ्सले नेपाल ‘ए’ लाई दियो २८५ रनको लक्ष्य,neutral
अनमोल केसी भन्छन्– ‘जीवनको बेस्ट फिल्म गर्नै बाँकी छ’,positive
आयोजनाहरुको प्राथमिकता निर्धारण गरी बजेट कार्यान्वयन गर्न अर्थमन्त्री पौडेलको निर्देशन,positive
"पेस्की लिएर ठेकेदार फरार, अस्पताल भवन अलपत्र",negative
सोल्मा स्पोर्टस् क्लबलाई उपाधि,positive
अमेरिकी राष्ट्रपति बाइडेनले दिए छोरालाई आममाफी ,positive
डढेलो र आगलागीपीडितलाई तत्काल राहतको व्यवस्था गर्न सरकारसँग कांग्रेसको माग,neutral
डढेलोबाट घाइते हुनेको निःशुल्क उपचार र राहतको माग,negative
दाहाल सरकारमा फेरि ४ उपप्रधानमन्त्री,neutral
एमाले र कांग्रेस मिलेर सरकार चलाउने समय घर्किसक्यो : भट्टराई,neutral
युगान्डामा प्रधानमन्त्री दाहालका १२ एजेन्डा,positive
सिमरा गोल्डकप : एपीएफ सेमिफाइनलमा,positive
अमेरिका र नेपालमा व्यवसायको बिँडो,positive
भीमनारायण गोल्ड कप : एपीएफ र बिर्तामोडबीच उपाधि भीडन्त,positive
बालमन्दिरको जग्गा हिनामिना प्रकरण : बाल संगठनले दियो सीआईबीमा जाहेरी,negative
"सत्तारुढ दल जसपा फुट्यो, अशोक राईको नेतृत्वमा नयाँ पार्टी",negative
यूएईविरुद्ध सेमिफाइनलमा नेपालको कमजोर प्रदर्शन,negative
‘प्रतिशोधपूर्ण पक्राउ मानवअधिकारको उल्लंघन’,negative
नयाँ सत्ता समीकरण : परकम्प प्रदेशसम्म,neutral
राष्ट्रसंघका महासचिव भन्छन्- गाजामा अन्तर्राष्ट्रिय कानुनको उल्लंघन भयो,negative
"रास्वपाले इलाम-२ मा उम्मेदवार उठाउने, बझाङमा नउठाउने",neutral
अमेरिका जाँदै अर्थमन्त्री पौडेल,neutral
नीति तथा कार्यक्रममा क्रिकेट पूर्वाधारलाई प्राथमिकता,neutral
प्रिन्स लगातार चौथोपल्ट च्याम्पियन,positive
फिल्ममा जमेकी मिरुना,positive
कसरी हुन्छ निर्माताको 'दिमाग खराब' ?,neutral
विश्वकप एसियाली छनोट : नेपालमाथि बहराइनको ५ गोल,negative
किरणको सारंगीको धुन...,positive
सर्वसाधरणसँगै मतदान गर्दै बलिउड कलाकार ,positive
बालमन्दिर जग्गा हिनामिना प्रकरण : यी हुन् पक्राउ पुर्जी जारी भएका २० जना ,negative
न्यायालय सुधारमा मुख्य ध्यान दिनेछु : प्रधानन्यायाधीश राउत,neutral
अनुमतिपत्र पाउने परीक्षामा वञ्चित नगर्न आदेश,positive
‘भिजिट भिसा’ को घोषणा,neutral
"‘पुजार सार्की’ : गम्भीर विषय, सतही प्रस्तुति",negative
बुबाहरूमा समर्पित 'गाउँ आएको बाटो',positive
पुस १० मा नेपालमा सोनु निगमको लाइभ सांगीतिक कार्यक्रम हुँदै,positive
"लगानी सम्मेलन सर्‍यो, वैशाख १६ र १७ मा",positive
नेसपा भट्टराई पक्षद्वारा माओवादीसँग एकता गर्न गठित संयोजन समिति भंग,negative
गणेशमान सिंह क्रिकेट वैशाखमा,neutral
कर्णाली हाफ म्याराथन : नरेन्द्र र पुष्पा च्याम्पियन,positive
तेस्रो मिल्स कप टी–२० क्रिकेट : दिल्ली र विराटनगर विजयी,positive
"नामिबियाविरुद्ध नेपाल ३ रनले विजयी, फाइनलको आशा जीवितै",positive
उकेश र टार्जनलाई कांस्य पदक,positive
सरकारले नै खुलमखुल्ला भ्रष्टाचारीको संरक्षण गरिरहेको छ : पूर्वप्रधानमन्त्री भट्टराई,negative
‘केटी हराएको सूचना’ मा नाजिर र सृष्टि,neutral
सत्तारुढ गठबन्धनको साझा कार्यक्रम कागजको खोस्टा हो : प्रेम सुवाल,negative
‘लू’बाट बच्न स्वास्थ्य मन्त्रालयको आग्रह,neutral
रुग्ण विराटनगर जुट मिल पुनः सञ्चालनको तयारी,positive
संखुवासभाको सभापोखरीमा चट्याङ लागेर ७२ भेडा मरे,negative
बुबाहरूमा समर्पित 'गाउँ आएको बाटो',positive
सगरमाथा आरोहणका क्रममा दुई आरोही बेपत्ता,negative
महाँकालमा प्रकाश स्मृति भलिबल सुरु,neutral
कंगोमा मंकीपक्सका कारण हालसम्म ६१० जनाको मृत्यु,negative
वेस्ट इन्डिज ‘ए’ विरुद्धको खेलमा नेपालले पहिला बलिङ गर्ने,neutral
कतारमा ५५ जना नेपाली कामदार अलपत्र,negative
द अनब्रेकेवल अगस्त्य -च्याप्टर वान' ले ब्रेक गर्न नसकेको रेकर्ड,negative
लगानी सम्मेलनमा ५२ मुलुकका ६३४ लगानीकर्ता आउँदै,positive
इंग्लिस प्रिमियर लिग : युनाइटेडलाई हराएर उपाधि होडमा आर्सनल ,positive
द रेड सुटकेस'को ओटीटी अधिकार एचबीओलाई,positive
नारायणगढ–मुग्लिन सडकखण्डका तीन पुल सञ्चालनमा,positive
सत्ता फेरबदलसँगै 'मिम' र हाँसीमजाकले भरियो सामाजिक सञ्जाल,neutral
राष्ट्रिय सरोकारमा ग्याल्जेन शेर्पा र सुशासन समितिमा कमला पन्त सभापति हुने पक्का,neutral
‘राज्य नै प्रतिशोधमा लाग्नु विधिको सिद्धान्तविपरीत’,negative
चार्ल्सको शतकमा वेस्ट इन्डिज ‘ए’ द्वारा नेपाललाई विशाल लक्ष्य,positive
एभरेस्ट र पुलिस फाइनल भिड्ने,neutral
हमासले बन्धक बनाएको २ सय ३६ दिन : कहाँ छन् विपिन ?,negative
‘चित्रा’मा बाबुछोरीको सम्बन्ध,neutral
साना र मझौला उद्योगहरू अर्थतन्त्रका मेरुदण्ड हुन् : राष्ट्रपति,positive
बंगबन्धु कप कबड्डीमा नेपालको जित,positive
अख्तियारले मुद्दाको तयारी गरिरहँदा संसदीय समितिको प्रवेश,neutral
वेस्ट इन्डिज ‘ए’ को बलियो टोली नेपाल आउँदै,positive
युरोपेली च्याम्पियन्स लिग : सिटी र रियलबीच रोमाञ्चक बराबरी,positive
रुस-युक्रेन युद्धमा गएका नेपालीको अस्तु मात्रै आयो,negative
‘ननस्टप’ रजनीकान्त,positive
"बजेट अर्धवार्षिक समीक्षा : आम्दानी पाँच खर्ब १८ अर्ब, खर्च पाँच खर्ब ६६ अर्ब",neutral
प्रधानमन्त्रीको प्रस्तावमा सम्झौता नगरेपछि 'सहकारी भ्रष्टाचारी' भन्दै कांग्रेस उफ्रियो : ओली,negative
महाभियोगबाट जोगिए दक्षिण कोरियाली राष्ट्रपति,neutral
सडक ढलानमा भ्रष्टाचार : जलेश्वरका मेयर साहसहित ११ जना विरुद्ध मुद्दा दायर,negative
युनाइटेडविरुद्ध टोटनहमको पुनरागमन बराबरी,neutral
कर्मा ब्यान्डको कहाँ होला घरबार...,neutral
नवलपुरमा लिग सुरु,neutral
बजेटमा निर्माण उद्योगलाई उपेक्षा गरेको निर्माण व्यवसायीको गुनासो,negative
छात्रा बास्केटबलमा जेभियर र गोल्डेनगेट विजयी,positive
मन्त्रिपरिषद् बैठक :  विधेयक फिर्ता लिन स्वीकृति दिने निर्णय,neutral
फिदिमले जित्यो राष्ट्रपति रनिङ शिल्ड,positive
राष्ट्रिय महिला भलिबलको उपाधिका लागि एपीएफ र पुलिस भिड्ने,neutral
अनमोलको ‘फर्की फर्की’ ट्रेलर सार्वजनिक,positive
राजनीतिक दलसम्बन्धी अध्यादेश ल्याउने तयारी छैन : प्रधानमन्त्री ओली ,neutral
"कागबेनीमा विद्यार्थी सवार बस दुर्घटना, २१ जना घाइते",negative
लुम्बिनी पिस टर्च सगरमाथा पुर्‍याइने,positive
नेपाल-भारत बीचमा जनता-जनता बीचको सम्बन्ध अतुलनीय : मुख्यमन्त्री यादव,positive
राष्ट्रिय प्रजातान्त्रिक पूर्वसैनिक संगठनद्वारा काठमाडौंमा सद्‌भाव र्‍याली,positive
बर्लिनमा नेपाली लघु फिल्मलाई 'स्पेसल जुरी मेन्सन' अवार्ड,positive
क्यानडास्थित नेपाली दूतावासले भन्यो : पढ्न आउनूअघि धेरै कुरा बुझ्नू,neutral
इन्जिनियरिङको शुल्क ४ लाख ९० हजार,neutral
कांग्रेसको नीति अनुसन्धान प्रतिष्ठानमा १८ जना सदस्यहरू मनोनीत,neutral
रुसी सेना र युक्रेनी नियन्त्रणमा रहेका नेपालीलाई फिर्ता ल्याउन क्रियाशील छौं : परराष्ट्रमन्त्री,positive
व्यवसायीको दबाबमा खरिद नियमावली पाँच वर्षमा आठ पटक संशोधन,negative
रित्तो गाउँ'मा विदेशिएका युवाको चित्रण,neutral
यमनको ह्याट्रिकमा कीर्तिपुर नगरको जित,positive
"आजको मौसम : कतै हल्का, कतै भारी वर्षाको सम्भावना",neutral
कोटेश्वर ११ स्वर्णसहित टिम च्याम्पियन,positive
मुम्बईको लगातार दोस्रो जित,negative
फिल्म समीक्षा : मुक्ति मात्र मृगतृष्णा ! ,negative
ट्राफिक नियम उल्लंघन गर्नेलाई सडकमा उभ्याउनुले हुकुमी शासनको झल्को आयो : सांसद खतिवडा,negative
ऐना झ्यालको पुतलीदेखि रेस्टुरेन्टसम्म,neutral
टेबल टेनिसमा ओलम्पिक छनोटको अवसर,positive
धावक पार्कीले लन्डन म्याराथनमा प्रतिस्पर्धा गर्ने,positive
भरतपुर मेयर्स कप क्रिकेटको उपाधि अर्किडलाई ,positive
‘ननस्टप’ रजनीकान्त,neutral
गठबन्धनले प्रधानमन्त्री फेर्ने बाहेक काम गर्न सक्दैन : रिजाल,negative
एमाले उपमहासचिव गुरुङको प्रस्ताव : संघमा १२ र प्रदेशमा ७ मन्त्रालय मात्रै राखौँ,neutral
दृष्टिविहीन दम्पती एकैचोटि शिक्षक,positive
हिन्दु-मुस्लिम मिलेर मनाए दसैं,positive
सहकारी छानबिन समिति नबनेसम्म संसद् चल्न नदिने कांग्रेसको अडान कायमै,negative
भारतका प्रधानन्यायाधीश पहिलोपटक नेपाल भ्रमणमा,neutral
मिस नेपाल २०२४' घोषणा ,positive
कांग्रेस बैठकमा नेताहरुले भने - ‘सरकारको कुनै आभास छैन’,negative
प्रतिनिधिसभा बैठक : गृहमन्त्रीको नियुक्तिमा प्रधानमन्त्रीको जवाफ माग,negative
माधव नेपाल निवास कोटेश्वर पुगे देउवा,neutral
सहकारी ठगीको मूल मुद्दामै केन्द्रित रहेर सहमतिको प्रयास,neutral
पूर्वप्रधानसेनापति थापाको निधन,negative
युरोपा कन्फ्रेन्स लिगको उपाधि ओलम्पियाकोजलाई,positive
सूर्य नेपाल च्यालेन्ज : दोस्रो दिन सदभावको अग्रता,positive
डिग्री माइला- दृश्यभन्दा संवाद हाबी,neutral
सडक विस्तारका क्रममा ढुंगा खस्दा एक्स्काभेटर चालकको मृत्यु,negative
प्रज्ञा कुञ्जको नाट्य उत्सव सम्पन्न,positive
गिरीबन्धु टि-स्टेटबारे ओलीलाई देउवाको प्रश्न : आफैंले गरेको कुरा हो भन्न किन आपत्ति ?,negative
‘वार टु’ मा रजाटोसको इन्ट्री,neutral
स्मिताको स्वर र प्रियंकाको अभिनय रहेको 'लुकाउने ठाउँ छैन' गीत सार्वजनिक,positive
जेठदेखि छायांकनमा 'ऊनको स्वीटर',neutral
पञ्जाबको सान्त्वना जित,positive
"पेस्की लिएर ठेकेदार फरार, अस्पताल भवन अलपत्र",negative
ट्रायथलनको ‘फेमिलियराइजेसन’,positive
कौसीमा 'गिल्टी अर नट गिल्टी',neutral
आज अन्तर्राष्ट्रिय श्रमिक दिवस,neutral
नेपालको शान्ति प्रक्रिया विश्वका लागि नमुना : प्रधानमन्त्री दाहाल,neutral
"भत्किए छाउगोठ, भत्किएन छाउपडी",negative
कान्छीको अल्लारे जोवन'को रिमेक भर्सन,neutral
असोजमा घरजग्गा कारोबार र कित्ताकाट बढ्यो,positive
देशमा हालसम्म लोकतान्त्रिक अभ्यास छैन : प्रमुख सचेतक परियार,negative
नोकिएलाई दक्षिण अफ्रिकाको समर्थन,positive
उपराष्ट्रपति यादव र इजरायलका राजदूत गोल्डबर्गरबीच भेटवार्ता,neutral
किम्फमा महिला फिल्म निर्माणबारे चर्चा,positive
लार्केपासमा थपिए संकेत पोल,positive
सरकारले ल्याएको विद्यालय शिक्षा विधेयक फिर्ता हुनुपर्छ : सांसद साह,negative
संसद् बन्द गरेर विदेश भ्रमणमा जानु सभामुखको नाजायज काम हो : राजेन्द्र लिङ्देन,negative
सहजीकरण गर्दा पनि काम नगर्नेको ठेक्का तोडेर कारबाही गर्नुस् : प्रधानमन्त्री दाहाल,negative
औपचारिक प्रस्ताव आए सरकारमा संलग्न हुन्छौँ : झलनाथ खनाल,neutral
बाँकेमा एन्फा कम्युनिटी कोचिङ कोर्स ,neutral
अन्तरप्रदेशस्तरीय राष्ट्रिय खेलकुद प्रतियोगिताको मिति धकेलियो,negative
प्रज्ञा कुञ्जको नाट्य उत्सव सम्पन्न,neutral
ओलीको व्यवहार नसुध्रिए दाहालले फेरि कांग्रेससँग गठबन्धन गर्दैनन् भन्न सकिन्न : गौतम,negative
टेलर स्विफ्ट बनिन् वर्ष २०२३ की सबैभन्दा चर्चित कलाकार,positive
नेपाल अमेरिका अन्तर्राष्ट्रिय चलचित्र महोत्सव' हुँदै,neutral
विपक्षीको अवरोधबीच प्रधानमन्त्री दाहालले पाए विश्वासको मत,positive
ब्लकबस्टर बट्लर,positive
ब्राइटनलाई हराएर सिटी दोस्रोमा,positive
शिक्षा नीति बनाउँदै कांग्रेस,neutral
राष्ट्रिय सभा अध्यक्ष निर्वाचन : कांग्रेसमाथि माओवादीको दबाब रणनीति,negative
अशोक राई नेतृत्वको 'जसपा' निर्वाचन आयोगमा दर्ता,neutral
"पोहोर २ महिनामा सरकार फेर्दा अस्थिरता भएन, अहिले चाहिँ अस्थिरता भन्ने ?'",negative
बागलुङ सुधार केन्द्र सेमिफाइनल प्रवेश,positive
नौ वर्षदेखि हाई-अल्टिच्युड ट्रेनिङ सेन्टरको काम अलपत्र,negative
दार्जिलिङमा राजु बिष्टको दोस्रो इनिङ,neutral
"भारत–माल्दिभ्स सम्बन्धमा दरार, मुइज्जुलाई चीनमा 'रेड कार्पेट'",negative
लैंगिक उत्तरदायी बजेट ४२.१६ प्रतिशत पुग्यो,positive
सहकारीपीडितको उजुरी छानबिन गर्न गृहको निर्देशन,negative
नेपाल अन्तर्राष्ट्रिय बाल-चलचित्र महोत्सव हुने,positive
नेविसंघको समन्वयमा 'पेड इन्टर्नसिप'सम्बन्धी सम्झौतामा हस्ताक्षर,positive
संसद्‍मा अभिव्यक्त आवाजलाई सरकारले गम्भीरतापूर्वक सम्बोधन गरे सुशासन कायम हुन्छ : सभामुख घिमिरे,positive
छैटौँ एसियाली जनससंख्या सम्मेलन मंसिरमा हुने,neutral
बालुवाटारमा प्रमुख दलका शीर्ष नेताको बैठक ,neutral
वन रन अन्तर्राष्ट्रिय हाफ म्याराथनमा राजन र सुमित्रा पहिलो,positive
धोनीले ऋतुराजलाई सुम्पिए चेन्नई सुपर किंग्सको कप्तानी,neutral
तेस्रो मिल्स कप टी–२० क्रिकेट : देव खनालले २९ बलमा शतक पुरा गरेपछि विराटनगरको सहज जित,positive
साफ यू-१६ वुमन्स च्याम्पियनसिप : बंगलादेश च्याम्पियन,positive
गाजामा पश्चिमको मौनताले अराजकतालाई अनुमोदन गर्‍यो : टर्की,negative
‘वार टु’ मा रजाटोसको इन्ट्री,positive
जब किरा बनेर मान्छे पर्दाअघि निस्किए...,neutral
दलमा आबद्ध शिक्षकलाई कारबाही गर्न निर्देशन,neutral
"गठबन्धनले टुंग्यायो साझा न्यूनतम नीति कार्यक्रम, सुशासन र आर्थिक सुधारमा जोड",positive
युथ एसिया'को लक्ष्यमा बादल,neutral
रौतहटमा गोली प्रहारबाट १ घाइते ,negative
गृहमन्त्रीमाथि छानबिन गर्न संसदीय समिति गठन गर्नुपर्ने मागमा कांग्रेस अडिग,negative
गायनमा जमेका महेश ,positive
युरोपा कन्फ्रेन्स लिगको उपाधि ओलम्पियाकोजलाई,positive
अनमोलको ‘फर्की फर्की’ ट्रेलर सार्वजनिक,positive
वेस्ट इन्डिज ‘ए’ विरुद्धको खेलमा नेपालले पहिला बलिङ गर्ने,neutral
वान डे सिरिजमा वेस्ट इन्डिजमाथि अस्ट्रेलियाको ह्वाइटवास,positive
प्राथमिकताका आधारमा बजेट कार्यान्वयन गर्न अर्थमन्त्री पौडेलको निर्देशन,positive
भियतनाममा नेपालले जित्यो तेक्वान्दोमा ८ पदक,positive
‘फेक न्युज’ उत्पादन गरेर मिडिया र न्यायाधीशबारे भ्रम फैलाउने कुचेष्टा’ : मिडिया सोसाइटी,negative
सत्ता फेरबदलसँगै 'मिम' र हाँसीमजाकले भरियो सामाजिक सञ्जाल,positive
मोजाम्बिकसँग इजिप्टको बराबरी,neutral
नाममात्रका अस्पताल : पूर्वाधार न जनशक्ति ,negative
इटहरी गोल्डकप : उद्घाटन खेलमा एपीएफ र सगरमाथा भिड्ने,neutral
अमेरिकाको नेपाल र एसिया नीतिमा निरन्तरता : अमेरिकी सहायक विदेशमन्त्री लु,positive
‘केटी हराएको सूचना’ मा नाजिर र सृष्टि,neutral
ग्रान्ड मास्टरलाई एनटीएको सम्मान,positive
प्रतिपक्षी दल फुटाउन अध्यादेश ल्याउने सत्तापक्षको तयारी,neutral
प्रविधिको क्षेत्रमा लगानी भित्र्याउन सञ्चार मन्त्री शर्माको आग्रह,positive
चीनको चिन्ता : जन्मदर बढेन,negative
ओली–हमाल 'सिनेमा संवाद',neutral
मोनाको हार्दा पीएसजीलाई लिग उपाधि,negative
हिमालयन हाइड्रो एक्स्पो-२०२४ सुरु,positive
नेपाललाई पराजित गरी वेस्ट इन्डिज ‘ए’ लाई शृंखलामा अग्रता,positive
"कृतिकाको लगातार ४ विकेट, ललितपुर मेयर्सको राम्रो सुरुआत",positive
नेपाली कथा'मा वैदेशिक रोजगारीले दिएको पीडा,negative
प्रदीप र रितिक फाइनलमा  ,neutral
विश्वकप छनोटका लागि नेपाली फुटबल टोलीको घोषणा,positive
इंग्लिस प्रिमियर लिग : चेल्सीमाथि आर्सनलको पाँच गोल,neutral
राष्ट्रिय टी–२० क्रिकेट : आर्मी सेमिफाइनलमा,neutral
बझाङ १ (१) मा एमालेले फर्कायो विरासत,positive
यो गठबन्धन कुर्सी तानातानका लागि बनेको होइन : उपप्रधानमन्त्री खड्का,positive
जोगाउने जिम्मेवारी पाएकाबाटै व्यवस्थामाथि संकट : बाबुराम भट्टराई,negative
तेस्रो पटक दुबईमा गुञ्जँदै 'मंगोलियन हार्ट',positive
"लगानी सम्मेलनको तयारी : अध्यादेशबाट आठ कानुन संशोधन हुँदै, ३६ देशका लगानीकर्ता आउँदै",positive
क्याडेट चेसमा पुरुषोत्तम र पूर्णिमा अगाडि,neutral
"दीपेन्द्रले नेपालको कप्तानी गर्ने, वेस्ट इन्डिजले पहिले ब्याटिङ गर्दै",neutral
प्रहरीको उमेरहदसम्बन्धी अध्ययन गर्न गृह मन्त्रालयले गठन गर्‍यो कार्यदल,neutral
"सहकारी छानबिन समितिको क्षेत्राधिकारको विषय नमिल्दा सहमति हुन सकेन, अवरोध जारी रहने",negative
पर्यटन बोर्डको कार्यकारी अधिकृत छनोटसम्बन्धी कुनै काम नगर्न सरकारलाई आदेश,negative
अर्थतन्त्रका चुनौती सम्बोधन गर्न सरकार क्रियाशील : प्रधानमन्त्री ,positive
पूर्वाग्रह र प्रतिशोधपूर्ण ढंगबाट कैलाश सिरोहियालाई पक्राउ गरियो : अध्यक्ष यादव,negative
कांग्रेसप्रति प्रधानमन्त्री दाहाल आक्रोशित : 'तपाईंहरूको गतिविधि एउटा कलंकका रूपमा रहनेछ',negative
नयाँ दलसहितको पुरानै गठबन्धन,neutral
महिला भलिबलको पहिलो खेलमा आर्मी र न्यु डायमन्ड भिड्ने,neutral
आईपीएल २०२४ : कीर्तिमानी स्कोरसँगै हैदरवाद विजयी,positive
सन् १९३० मा आजकै दिन : जेलमा आगलागी हुँदा ३ सय २० को मृत्यु,negative
